Building ID,Owner ID,zip_code,neighborhood,block,address,building_class_category,tax_class,building_class,year_built,LandUse
217,O135003,11238,PROSPECT HEIGHTS,1172,298 ST JOHNS PLACE,07  RENTALS - WALKUP APARTMENTS,2,C1,1920,2
218,O222007,11249,WILLIAMSBURG-NORTH,2325,65 NORTH 6TH STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D6,2008,4
219,O328451,11201,BROOKLYN HEIGHTS,265,67 LIVINGSTON STREET,08 RENTALS - ELEVATOR APARTMENTS,2,D9,1987,3
220,O337337,11205,BEDFORD STUYVESANT,1914,902 BEDFORD AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D3,2005,3
221,O48684,11235,SHEEPSHEAD BAY,7438,1710 AVENUE Y,22  STORE BUILDINGS,4,K1,1992,5
222,O155693,11235,BRIGHTON BEACH,8683,3100 BRIGHTON 2ND STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1928,3
223,O282895,11206,WILLIAMSBURG-EAST,3100,208 SEIGEL STREET,41  TAX CLASS 4 - OTHER,4,Z9,0,NA
224,O273837,11201,DOWNTOWN-METROTECH,2060,270 FLATBUSH AVENUE EXT,21  OFFICE BUILDINGS,4,O9,1919,5
225,O217670,11215,PARK SLOPE,1081,78 PROSPECT PARK WEST,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1920,3
226,O215352,11215,PARK SLOPE,1103,187-191 PROSPECT PARK WEST,34  THEATRES,4,J3,1928,5
227,O67016,11217,FORT GREENE,2106,19 FLATBUSH AVENUE,29  COMMERCIAL GARAGES,4,V1,0,NA
228,O287907,11206,WILLIAMSBURG-EAST,3047,314 SCHOLES STREET,30  WAREHOUSES,4,E1,1920,6
229,O104288,11207,EAST NEW YORK,4367,464 STANLEY AVENUE,30  WAREHOUSES,4,E7,2006,6
230,O267121,11229,SHEEPSHEAD BAY,7363,3457 NOSTRAND AVENUE,32 HOSPITAL AND HEALTH FACILITIES,4,I6,1969,8
231,O264790,11211,WILLIAMSBURG-NORTH,2312,187 NORTH 8TH   STREET,29 COMMERCIAL GARAGES,4,G6,0,10
232,O181373,11212,BROWNSVILLE,3616,465 THATFORD AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1986,2
233,O130693,11211,WILLIAMSBURG-NORTH,2341,204 WYTHE AVENUE,30  WAREHOUSES,4,E9,1959,4
234,O285864,11206,WILLIAMSBURG-EAST,3117,9 WHITE STREET,27  FACTORIES,4,F9,1931,6
235,O316262,11222,GREENPOINT,2491,25 PAIDGE AVENUE,27  FACTORIES,4,F8,1930,6
236,O399409,11224,CONEY ISLAND,7058,2920 WEST 21ST   STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1975,3
237,O316701,11211,WILLIAMSBURG-NORTH,2289,44 BERRY STREET,28  COMMERCIAL CONDOS,4,R5,1919,NA
238,O102270,11231,GOWANUS,444,335 CARROLL STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1931,3
239,O206363,11206,BEDFORD STUYVESANT,1747,553 MARCY AVENUE,27  FACTORIES,4,F2,1959,11
240,O228261,11233,BEDFORD STUYVESANT,1703,FULTON STREET,29  COMMERCIAL GARAGES,4,G7,0,10
241,O192880,11223,OCEAN PARKWAY-NORTH,6609,431 AVENUE P,08  RENTALS - ELEVATOR APARTMENTS,2,D7,2011,4
242,O131541,11215,PARK SLOPE,1089,719-723 8 AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1905,2
243,O343080,11206,WILLIAMSBURG-EAST,2269,191 HARRISON AVENUE,27  FACTORIES,4,F9,1959,6
244,O59772,11206,WILLIAMSBURG-EAST,3056,333 JOHNSON AVENUE,27  FACTORIES,4,F9,1970,6
245,O113100,11211,WILLIAMSBURG-CENTRAL,2166,539 WYTHE AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D6,1974,4
246,O276198,11235,BRIGHTON BEACH,8683,3100 BRIGHTON 2 STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1928,3
247,O313728,11217,GOWANUS,434,625 UNION STREET,26  OTHER HOTELS,4,H9,2006,5
248,O64762,11201,DOWNTOWN-METROTECH,148,107 LAWRENCE STREET,31  COMMERCIAL VACANT LAND,2,D7,2009,4
249,O250456,11207,EAST NEW YORK,4335,2237 LINDEN BOULEVARD,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1996,8
250,O231774,11226,FLATBUSH-CENTRAL,5184,520 EAST 21ST STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1951,3
251,O256908,11249,WILLIAMSBURG-NORTH,2378,296 WYTHE AVENUE,27  FACTORIES,4,F9,1950,6
252,O103951,11217,GOWANUS,426,537 SACKETT STREET,27 FACTORIES,4,F4,1950,6
253,O307122,11211,WILLIAMSBURG-NORTH,2350,76 NORTH 4TH   STREET,30  WAREHOUSES,4,E3,1951,NA
254,O372743,11235,SHEEPSHEAD BAY,8764,2750 HOMECREST AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1959,3
255,O49029,11205,NAVY YARD,1877,29 RYERSON STREET,30  WAREHOUSES,4,E9,1951,6
256,O1255,11211,WILLIAMSBURG-SOUTH,2457,159 BROADWAY,31 COMMERCIAL VACANT LAND,4,V1,0,11
257,O167035,11249,CLINTON HILL,1893,97 GRAND STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2007,3
258,O399542,11211,WILLIAMSBURG-NORTH,2317,117 KENT AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D3,2008,NA
259,O362566,11206,WILLIAMSBURG-EAST,3056,260 MESEROLE STREET,27  FACTORIES,4,F9,1900,6
260,O399031,11234,BERGEN BEACH,8341,1086/1096 BERGEN AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,2003,2
261,O202927,11234,EAST NEW YORK,4408,1205 FLATLANDS AVENUE,30  WAREHOUSES,4,E7,2006,6
262,O153767,11208,CYPRESS HILLS,4145,3329 ATLANTIC AVENUE,30  WAREHOUSES,4,E7,2009,6
263,O122034,11225,FLATBUSH-LEFFERTS GARDEN,5026,115 OCEAN AVE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1925,3
264,O51566,11206,WILLIAMSBURG-EAST,2792,442 LORIMER STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1920,4
265,O162980,11226,FLATBUSH-CENTRAL,5085,223 LINDEN BOULEVARD,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1927,3
266,O284321,11212,FLATBUSH-NORTH,4610,950 RUTLAND ROAD,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1958,3
267,O172711,11232,BUSH TERMINAL,803,14 53RD   STREET,27  FACTORIES,4,F5,1918,5
268,O203294,11206,BUSHWICK,3137,68 GARDEN STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R9,2007,NA
269,O45520,11206,BUSHWICK,3137,"68 GARDEN STREET, RBSA                   ",17  CONDOPS,2,R9,2007,NA
270,O21828,11201,FORT GREENE,2068,140 ST EDWARDS STREET,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1974,8
271,O39668,11204,BOROUGH PARK,5457,886-894 DAHILL ROAD,30  WAREHOUSES,4,V1,0,11
272,O148253,11216,CROWN HEIGHTS,1217,1378 BEDFORD AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2B,D1,2006,3
273,O145996,11231,RED HOOK,515,112 IMLAY STREET,23  LOFT BUILDINGS,4,E9,1913,6
274,O136625,11211,GREENPOINT,2721,20 BAYARD STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2005,NA
275,O58099,11201,DOWNTOWN-FULTON FERRY,31,39 JAY STREET,27  FACTORIES,4,F9,1905,NA
276,O270129,11222,GREENPOINT,2472,77 COMMERCIAL STREET,27  FACTORIES,4,F1,1960,11
277,O64914,11224,CONEY ISLAND,7273,532A NEPTUNE AVENUE,22  STORE BUILDINGS,4,K1,1931,NA
278,O279864,11217,PARK SLOPE,928,387 DEAN STREET,21  OFFICE BUILDINGS,4,O7,1964,5
279,O72212,11211,WILLIAMSBURG-NORTH,2312,510 DRIGGS AVENUE,29  COMMERCIAL GARAGES,4,G6,0,10
280,O222975,11219,BOROUGH PARK,5648,5002 13TH   AVENUE,22  STORE BUILDINGS,4,K2,1985,4
281,O200505,11201,BROOKLYN HEIGHTS,237,115 HENRY STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D7,1921,4
282,O145435,11230,FLATBUSH-CENTRAL,5234,1302 NEWKIRK AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1931,3
283,O137125,11217,DOWNTOWN-FULTON MALL,174,378 SCHERMERHORN STREET,22 STORE BUILDINGS,4,K1,1920,5
284,O100265,11203,FLATBUSH-NORTH,1333,556 LEFFERTS AVENUE,08 RENTALS - ELEVATOR APARTMENTS,2,D1,1938,3
285,O44286,11231,RED HOOK,514,219 SULLIVAN STREET,29 COMMERCIAL GARAGES,4,G7,0,10
286,O330822,11201,BROOKLYN HEIGHTS,250,200 MONTAGUE STREET,21  OFFICE BUILDINGS,4,O6,1960,5
287,O51172,11211,WILLIAMSBURG-NORTH,2374,432 RODNEY STREET,27  FACTORIES,4,F9,1950,4
288,O318347,11231,CARROLL GARDENS,476,204 HUNTINGTON STREET,07  RENTALS - WALKUP APARTMENTS,2,C5,1917,2
289,O21306,11225,CROWN HEIGHTS,1190,109 MONTGOMERY STREET,21  OFFICE BUILDINGS,4,O7,1920,11
290,O289989,11225,CROWN HEIGHTS,1189,901 WASHINGTON AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1926,3
291,O281341,11201,DOWNTOWN-FULTON MALL,149,553 FULTON STREET,22  STORE BUILDINGS,4,K4,1920,4
292,O89185,11205,CLINTON HILL,1893,105 GRAND AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2005,3
293,O324902,11232,BUSH TERMINAL,638,20TH   STREET,29  COMMERCIAL GARAGES,4,G7,0,10
294,O362187,11226,FLATBUSH-CENTRAL,5124,699 OCEAN AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1921,3
295,O265190,11238,CROWN HEIGHTS,1178,564 ST JOHNS PLACE,29  COMMERCIAL GARAGES,4,G9,1925,3
296,O105221,11231,RED HOOK,573,242 COFFEY STREET,29 COMMERCIAL GARAGES,4,G7,0,10
297,O392028,11235,SHEEPSHEAD BAY,8779,2027 EMMONS AVENUE,22  STORE BUILDINGS,4,K9,1996,5
298,O99684,11225,FLATBUSH-LEFFERTS GARDEN,1321,320 STERLING STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1928,3
299,O37284,11234,BERGEN BEACH,8341,1089/1099 EAST 73RD STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,2003,2
300,O55427,11222,GREENPOINT,2558,115 GREENPOINT AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1930,2
301,O140346,11231,CARROLL GARDENS,339,290 SACKETT STREET,32  HOSPITAL AND HEALTH FACILITIES,4,I5,1931,NA
302,O96098,11225,FLATBUSH-NORTH,1322,486 BROOKLYN AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1930,3
303,O70390,11215,GOWANUS,453,312 3 AVENUE,30  WAREHOUSES,4,E7,2003,6
304,O98821,11217,DOWNTOWN-FULTON MALL,167,62 FLATBUSH AVENUE,29  COMMERCIAL GARAGES,4,G6,0,NA
305,O398994,11238,CLINTON HILL,2012,551 WAVERLY AVENUE,27  FACTORIES,4,F9,1915,11
306,O367616,11226,FLATBUSH-NORTH,4853,307-315 LINDEN BOULEVARD,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1929,3
307,O318334,11238,PROSPECT HEIGHTS,1179,364 LINCOLN PLACE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1927,3
308,O378747,11201,DOWNTOWN-FULTON MALL,146,213-221 DUFFIELD STREET,21  OFFICE BUILDINGS,4,O1,1914,5
309,O147701,11211,WILLIAMSBURG-NORTH,2335,142 NORTH 6TH   STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D6,2008,NA
310,O210890,11206,BUSHWICK,3139,908 FLUSHING AVENUE,29 COMMERCIAL GARAGES,4,G7,0,10
311,O327797,11212,BROWNSVILLE,3628,187 HEGEMAN AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1969,3
312,O205792,11222,GREENPOINT,2487,280 FRANKLIN STREET,27  FACTORIES,4,F9,1931,6
313,O301529,11211,WILLIAMSBURG-EAST,2764,704 METROPOLITAN AVENUE,30 WAREHOUSES,4,E9,1950,6
314,O194036,11201,DOWNTOWN-FULTON MALL,269,80 LIVINGSTON STREET,22  STORE BUILDINGS,4,K4,1900,4
315,O95946,11249,WILLIAMSBURG-NORTH,2351,248 BEDFORD AVENUE,11A CONDO-RENTALS,2,RR,0,NA
316,O183913,11205,CLINTON HILL,1917,250 WASHINGTON AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C1,1915,2
317,O186116,11217,BOERUM HILL,180,525 ATLANTIC AVENUE,02 TWO FAMILY HOMES,1,S2,1905,4
318,O245838,11201,DOWNTOWN-METROTECH,64,81 PROSPECT STREET,23  LOFT BUILDINGS,4,L1,1909,5
319,O190645,11235,SHEEPSHEAD BAY,8815,3112 EMMONS AVENUE,04  TAX CLASS 1 CONDOS,1A,R3,2007,NA
320,O395968,11211,WILLIAMSBURG-SOUTH,2426,405 SOUTH 3RD   STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D3,2013,3
321,O309031,11211,WILLIAMSBURG-SOUTH,2433,218 SOUTH 3RD   STREET,07 RENTALS - WALKUP APARTMENTS,2,C1,1918,2
322,O168874,11201,DOWNTOWN-FULTON MALL,145,100 WILLOUGHBY STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1920,4
323,O179135,11217,FORT GREENE,2106,570 FULTON STREET,21  OFFICE BUILDINGS,4,O5,1920,5
324,O155517,11249,WILLIAMSBURG-SOUTH,2442,72 SOUTH 4TH STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D2,2009,3
325,O265168,11206,WILLIAMSBURG-EAST,2792,442 LORIMER STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1920,4
326,O247114,11213,CROWN HEIGHTS,1221,777 ST MARKS AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1944,3
327,O352209,11218,OCEAN PARKWAY-NORTH,5390,483 OCEAN PARKWAY,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1964,3
328,O232988,11201,DOWNTOWN-FULTON MALL,269,75 SCHERMERHORN STREET,29  COMMERCIAL GARAGES,4,G6,1920,10
329,O147452,11205,BEDFORD STUYVESANT,1762,192 SPENCER STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2006,3
330,O7641,11225,FLATBUSH-LEFFERTS GARDEN,1321,350 STERLING STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1954,3
331,O126583,11206,BEDFORD STUYVESANT,1756,928 MYRTLE AVENUE,07  RENTALS - WALKUP APARTMENTS,2,C7,1906,4
332,O175036,11209,BAY RIDGE,6120,125 96TH STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1963,3
333,O302714,11211,WILLIAMSBURG-SOUTH,2409,265 SOUTH 2ND   STREET,07  RENTALS - WALKUP APARTMENTS,2,C7,1914,4
334,O299948,11211,WILLIAMSBURG-NORTH,2334,102 NORTH 6TH   STREET,22  STORE BUILDINGS,4,K2,1962,5
335,O349286,11221,BEDFORD STUYVESANT,1618,552 VAN BUREN STREET,30  WAREHOUSES,4,E7,1910,6
336,O385506,11217,GOWANUS,406,279 BUTLER STREET,26  OTHER HOTELS,4,H9,2005,5
337,O132746,11226,FLATBUSH-CENTRAL,5136,2520 TILDEN AVENUE,38  ASYLUMS AND HOMES,4,N2,2004,5
338,O206544,11210,FLATBUSH-EAST,7577,3101 AVENUE I,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1935,3
339,O234175,11205,CLINTON HILL,1890,163 WASHINGTON AVENUE,13  CONDOS - ELEVATOR APARTMENTS,2,R4,2009,NA
340,O199049,11212,FLATBUSH-NORTH,4718,513 ROCKAWAY PARKWAY,07  RENTALS - WALKUP APARTMENTS,2,C1,1928,4
341,O178779,11213,CROWN HEIGHTS,1221,805 ST MARKS AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1925,3
342,O232368,11226,FLATBUSH-CENTRAL,5086,833-845 FLATBUSH AVENUE,22  STORE BUILDINGS,4,K2,1939,5
343,O23343,11238,CLINTON HILL,1992,1035 FULTON STREET,08 RENTALS - ELEVATOR APARTMENTS,2,D7,2014,4
344,O50773,11215,PARK SLOPE,1065,862 UNION STREET,08 RENTALS - ELEVATOR APARTMENTS,2,D1,1920,3
345,O2619,11211,WILLIAMSBURG-NORTH,2322,246 NORTH 8TH   STREET,27  FACTORIES,4,V1,1950,3
346,O298165,11206,BUSHWICK,3163,105 EVERGREEN AVENUE,30  WAREHOUSES,4,E9,1955,6
347,O305605,11231,RED HOOK,502,160 VAN BRUNT STREET,27  FACTORIES,4,F9,1920,6
348,O208811,11225,CROWN HEIGHTS,1306,90 SULLIVAN PLACE,08  RENTALS - ELEVATOR APARTMENTS,2,D7,2007,4
349,O255715,11210,FLATBUSH-EAST,7612,2425 NOSTRAND AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1955,3
350,O227156,11212,FLATBUSH-NORTH,4652,9720 KINGS HIGHWAY,08  RENTALS - ELEVATOR APARTMENTS,2,D7,1926,4
351,O122108,11229,MADISON,6794,1104 KINGS HIGHWAY,22  STORE BUILDINGS,4,K9,1971,5
352,O377897,11236,CANARSIE,8205,1555 ROCKAWAY PARKWAY,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1975,8
353,O105520,11201,DOWNTOWN-FULTON FERRY,41,177 FRONT STREET,29  COMMERCIAL GARAGES,4,V1,1920,4
354,O10674,11206,WILLIAMSBURG-CENTRAL,2263,194 WALLABOUT STREET,30  WAREHOUSES,4,V1,0,NA
355,O136824,11225,FLATBUSH-LEFFERTS GARDEN,1327,100 LEFFERTS AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1929,3
356,O156916,11231,CARROLL GARDENS,376,100 LUQUER STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2008,3
357,O335682,11238,CLINTON HILL,1952,80 CLIFTON PLACE,38  ASYLUMS AND HOMES,4,N2,1978,8
358,O20088,11211,WILLIAMSBURG-NORTH,2351,193 BERRY STREET,27  FACTORIES,4,E3,1973,5
359,O219888,11231,RED HOOK,612,640 COLUMBIA STREET,31  COMMERCIAL VACANT LAND,4,V1,0,11
360,O376185,11206,WILLIAMSBURG-EAST,3051,90 MESEROLE STREET,07  RENTALS - WALKUP APARTMENTS,2B,C1,2006,2
361,O8327,11217,FORT GREENE,2106,1 FLATBUSH AVENUE,22  STORE BUILDINGS,4,V1,1920,NA
362,O253787,11213,CROWN HEIGHTS,1380,1545 ST. JOHNS PLACE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1928,3
363,O171040,11206,WILLIAMSBURG-EAST,3110,249 VARET STREET,26  OTHER HOTELS,4,H4,1931,5
364,O115479,11237,WILLIAMSBURG-EAST,3005,117 GRATTAN STREET,07  RENTALS - WALKUP APARTMENTS,2,C5,1931,2
365,O171035,11201,BROOKLYN HEIGHTS,244,195 MONTAGUE STREET,43  CONDO OFFICE BUILDINGS,4,RB,1960,NA
366,O205445,11225,CROWN HEIGHTS,1189,15 CROWN STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1927,3
367,O106577,11215,PARK SLOPE,1100,409-421 14TH   STREET,07 RENTALS - WALKUP APARTMENTS,2,C1,1920,2
368,O329389,11206,WILLIAMSBURG-EAST,3061,157 GRAHAM AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D5,1887,3
369,O290078,11249,WILLIAMSBURG-NORTH,2327,184 BEDFORD AVENUE,14  RENTALS - 4-10 UNIT,2A,S3,1910,4
370,O198494,11211,WILLIAMSBURG-NORTH,2323,286 NORTH 8TH   STREET,29  COMMERCIAL GARAGES,4,G1,1950,11
371,O124550,11224,CONEY ISLAND,7055,2950 WEST 24TH   STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1972,3
372,O106572,11214,GRAVESEND,6928,288 BAY 38TH STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1963,3
373,O59881,11211,WILLIAMSBURG-NORTH,2320,177 NORTH 7TH   STREET,30  WAREHOUSES,4,E9,1950,6
374,O148893,11231,CARROLL GARDENS,476,204 HUNTINGTON STREET,07  RENTALS - WALKUP APARTMENTS,2,C5,1917,2
375,O381970,11238,CROWN HEIGHTS,1149,555 PROSPECT PLACE,29  COMMERCIAL GARAGES,2,D9,2005,3
376,O231631,11238,CROWN HEIGHTS,1149,555 PROSPECT PLACE,29  COMMERCIAL GARAGES,,,0,NA
377,O393438,11238,CROWN HEIGHTS,1156,555 PROSPECT PLACE,32  HOSPITAL AND HEALTH FACILITIES,2,D5,1930,3
378,O360305,11231,GOWANUS,465,68 3 STREET,27  FACTORIES,4,F9,1910,NA
379,O350486,11235,SHEEPSHEAD BAY,7459,1600 SHEEPSHEAD BAY ROAD,22  STORE BUILDINGS,4,K2,1927,4
380,O260262,11214,BENSONHURST,6346,2007 86TH STREET,22  STORE BUILDINGS,4,K1,1918,5
381,O202534,11218,KENSINGTON,5338,230 OCEAN PARKWAY,10  COOPS - ELEVATOR APARTMENTS,2,D4,1926,3
382,O8291,11218,KENSINGTON,5338,"230 OCEAN PARKWAY, 60                    ",10  COOPS - ELEVATOR APARTMENTS,2,D4,1926,3
383,O278924,11249,WILLIAMSBURG-NORTH,2290,160 NORTH 12TH STREET,26  OTHER HOTELS,4,HB,2009,5
384,O335289,11201,BROOKLYN HEIGHTS,211,20 HENRY STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D9,1900,NA
385,O154988,11217,PROSPECT HEIGHTS,1119,630 ATLANTIC AVENUE,18  TAX CLASS 3 - UTILITY PROPERTIES,4,Q6,2011,NA
386,O180015,11225,FLATBUSH-LEFFERTS GARDEN,1330,380 LEFFERTS AVENUE,07 RENTALS - WALKUP APARTMENTS,2,D7,2009,2
387,O350474,11228,BAY RIDGE,6094,691 92ND   STREET,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1988,8
388,O354624,11217,BOERUM HILL,186,24 4 AVENUE,37  RELIGIOUS FACILITIES,4,M1,1925,11
389,O342830,11238,CROWN HEIGHTS,1125,1050 ATLANTIC AVE,30  WAREHOUSES,4,E7,1930,6
390,O383787,11215,GOWANUS,1015,470 4TH AVENUE,02 TWO FAMILY HOMES,2,C7,1920,4
391,O307418,11230,MIDWOOD,6735,1277 EAST 14 STREET,33  EDUCATIONAL FACILITIES,4,W2,1911,11
392,O317871,11235,SHEEPSHEAD BAY,8782,4750 BEDFORD AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D3,1964,3
393,O324413,11235,BRIGHTON BEACH,8709,3028-3030 BRIGHTON 12TH STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1931,3
394,O222706,11201,DOWNTOWN-FULTON FERRY,56,109 GOLD STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D9,2008,3
395,O203171,11201,BROOKLYN HEIGHTS,236,12 COLLEGE PLACE,29  COMMERCIAL GARAGES,1,A9,1920,1
396,O10657,11211,WILLIAMSBURG-EAST,2731,UNION AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2010,3
397,O65961,11211,WILLIAMSBURG-NORTH,2333,149 KENT AVENUE,30  WAREHOUSES,4,E9,1987,NA
398,O160279,11211,WILLIAMSBURG-NORTH,2375,385 UNION AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,2008,3
399,O163276,11215,PARK SLOPE SOUTH,1047,555 4 AVENUE,03 THREE FAMILY HOMES,1,C0,1899,11
400,O9089,11249,WILLIAMSBURG-NORTH,2333,60 NORTH 6TH   STREET,08 RENTALS - ELEVATOR APARTMENTS,2A,D2,1920,3
401,O149794,11209,BAY RIDGE,6069,8831 FT HAMILTON PARKWAY,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1931,3
402,O29085,11226,FLATBUSH-CENTRAL,5064,80 CLARKSON AVE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1938,3
403,O342167,11201,BROOKLYN HEIGHTS,211,20 HENRY STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D9,1900,NA
404,O174958,11210,FLATBUSH-EAST,7630,2501 NOSTRAND,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1953,3
405,O363018,11249,WILLIAMSBURG-NORTH,2351,195 BERRY STREET,13  CONDOS - ELEVATOR APARTMENTS,2,R4,0,NA
406,O93003,11235,SHEEPSHEAD BAY,7445,3860 NOSTRAND AVENUE,22  STORE BUILDINGS,4,K2,1959,5
407,O164870,11224,CONEY ISLAND,7065,3033 WEST 36TH   STREET,29  COMMERCIAL GARAGES,4,G7,0,11
408,O82623,11232,BUSH TERMINAL,804,5201 1 AVENUE,30  WAREHOUSES,4,E3,1918,6
409,O334611,11213,CROWN HEIGHTS,1362,170 BUFFALO AVENUE,32  HOSPITAL AND HEALTH FACILITIES,4,I1,1900,8
410,O120900,11203,FLATBUSH-EAST,7930,5407 KINGS HIGHWAY,07  RENTALS - WALKUP APARTMENTS,2,C1,1952,2
411,O225921,11201,DOWNTOWN-FULTON MALL,152,493 FULTON STREET,22  STORE BUILDINGS,4,K9,1937,5
412,O289444,11206,WILLIAMSBURG-EAST,3050,76 MESEROLE STREET,07  RENTALS - WALKUP APARTMENTS,2,C1,2011,2
413,O387092,11235,BRIGHTON BEACH,8683,3100 BRIGHTON 2 STREET,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1928,3
414,O2115,11217,GOWANUS,406,279 BUTLER STREET,26  OTHER HOTELS,4,H9,2005,5
415,O377465,11201,DOWNTOWN-FULTON FERRY,37,75 FRONT STREET,21  OFFICE BUILDINGS,4,O2,1906,5
416,O179165,11201,DOWNTOWN-FULTON FERRY,45,75 FRONT STREET,23  LOFT BUILDINGS,,,0,NA
417,O202578,11201,DOWNTOWN-FULTON FERRY,38,75 FRONT STREET,27  FACTORIES,4,L8,1908,5
418,O317218,11213,CROWN HEIGHTS,1221,769 ST MARK'S AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1924,3
419,O280490,11207,SPRING CREEK,4452,VANDALIA AVENUE,05  TAX CLASS 1 VACANT LAND,1B,V3,0,11
420,O37854,11216,CROWN HEIGHTS,1227,770 ST MARKS AVENUE,08  RENTALS - ELEVATOR APARTMENTS,2,D1,1929,3
421,O9825,11214,GRAVESEND,6471,2300 CROPSEY AVENUE,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1931,11
422,O334544,11206,BEDFORD STUYVESANT,1720,475 MARCY AVENUE,27  FACTORIES,4,F9,1930,6
423,O341419,11219,BOROUGH PARK,5639,4915 10TH   AVENUE,32  HOSPITAL AND HEALTH FACILITIES,4,I6,1930,8
424,O135191,11201,DOWNTOWN-METROTECH,134,311-313 GOLD STREET,31  COMMERCIAL VACANT LAND,4,V1,0,4
425,O192536,11232,BUSH TERMINAL,625,65 19TH STREET,27  FACTORIES,4,F4,1916,6
426,O148939,11217,DOWNTOWN-FULTON MALL,166,40 NEVINS STREET,25  LUXURY HOTELS,4,H2,2013,5
427,O96751,11217,FORT GREENE,2108,253 ASHLAND PLACE,29  COMMERCIAL GARAGES,4,G6,0,5
428,O100547,11231,GOWANUS,458,365 BOND STREET,30  WAREHOUSES,4,E9,1931,4
429,O112910,11216,BEDFORD STUYVESANT,2017,1134-1152 FULTON STREET,22  STORE BUILDINGS,4,K2,1922,11
